,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,1.0725351771374125e-52,2.8755505075648672e-68,0.07830465672956129,1.7920456082605323e-51,5.3634964462118864e-70,0.46570483488990455,1.1788385605426858e-45,1.7195535164472336e-73,0.4477231665217457,5.732061413820731e-54,4.956112878204247e-69,0.2913414646563556,1.744164755875628e-43,1.129297092115611e-69,0.5793662293353796,1.125661532832877e-51,2.9383569993760667e-68
1,1.0725351771373913e-52,,4.653853515117162e-11,7.071297433630178e-50,0.9776165427455299,5.389909848770983e-11,5.233594486946038e-55,0.5716969674795149,3.895545243424682e-12,2.8592181531822518e-56,0.9213098035149043,8.609406864619378e-13,1.0564260960143182e-50,0.1757649521113891,2.799546694413475e-10,8.697816353852e-56,0.7062494929228946,9.108970696508269e-12
2,2.8755505075647445e-68,4.653853515117162e-11,1.0,5.749079589328166e-68,5.782236019580907e-11,0.8723693631839018,4.058020163415164e-73,1.8604705792637033e-08,0.9083747420626267,1.3854294503898898e-73,4.9102118915712233e-11,0.48036129229150637,6.349492960792574e-67,7.98978987094363e-14,0.6558029975389539,3.435755967343371e-73,2.8316581668321184e-12,0.7531199632045296
3,0.07830465672956129,7.071297433630178e-50,5.749079589328166e-68,1.0,7.17901797732741e-49,1.2728363364697438e-69,0.28997487880408407,9.696300743788921e-44,5.426498724974151e-73,0.24985022883120334,3.8856660156073496e-51,5.566441192434331e-69,0.4398917567939745,9.528178007796005e-41,4.2811630694907627e-69,0.19771535388553696,7.422727889724404e-49,4.24321290902869e-68
4,1.7920456082605323e-51,0.9776165427455299,5.782236019580907e-11,7.179017977327269e-49,1.0,6.748576391490418e-11,6.530914402626782e-54,0.5908504089003213,5.365614480664327e-12,5.662818628798432e-55,0.9444939547928282,1.05123497062845e-12,1.6606277342349564e-49,0.1701720907025859,3.661434152560794e-10,1.4284867936623442e-54,0.6872702507389437,1.1083233676249048e-11
5,5.363496446211729e-70,5.389909848770983e-11,0.8723693631839018,1.2728363364696457e-69,6.748576391490418e-11,1.0,6.659434500755204e-75,2.256112967898795e-08,0.7769042724694014,2.1244938974923491e-75,5.771403271186632e-11,0.37975655080826864,1.3382703007858384e-68,7.743082038723455e-14,0.7710024452740261,5.398001937264274e-75,3.159498725479289e-12,0.6310139024847417
6,0.46570483488990455,5.233594486946038e-55,4.058020163414976e-73,0.28997487880408407,6.530914402626782e-54,6.65943450075485e-75,1.0,3.335486109544649e-48,2.0087308560475295e-78,0.9772416659277688,2.3405059899587527e-56,4.3769885791206294e-74,0.7621148815538703,2.3521279819517928e-45,2.212633908350583e-74,0.8384277689952722,5.448724886818014e-54,3.274873340044433e-73
7,1.1788385605427166e-45,0.5716969674795149,1.8604705792637033e-08,9.696300743788921e-44,0.5908504089003213,2.256112967898795e-08,3.335486109544649e-48,,3.2798959496585135e-09,6.905445849375203e-49,0.629671705033849,6.282326008714974e-10,5.816894783318786e-44,0.07556253110255703,9.612231032806481e-08,1.2883605066497199e-48,0.3597148103311043,4.509141620550486e-09
8,1.7195535164469964e-73,3.895545243424682e-12,0.9083747420626267,5.426498724974151e-73,5.365614480664587e-12,0.7769042724694014,2.0087308560475295e-78,3.2798959496585135e-09,1.0,3.7509446398371556e-79,4.113367200747141e-12,0.538659737047602,4.2048247568592617e-72,4.640043237964523e-15,0.5627838801250937,1.232550229224718e-78,1.9840251771726484e-13,0.8333262313853973
9,0.4477231665217457,2.8592181531822518e-56,1.3854294503898898e-73,0.24985022883120334,5.662818628798432e-55,2.1244938974923491e-75,0.9772416659277688,6.905445849375203e-49,3.750944639837452e-79,1.0,1.2622264684396955e-57,1.8262449815041924e-74,0.7219787718438161,2.4995730110148174e-46,4.839217594639791e-75,0.850079412966325,3.965499795190162e-55,1.3305146930506084e-73
10,5.732061413820391e-54,0.9213098035149043,4.9102118915712233e-11,3.8856660156075034e-51,0.9444939547928282,5.771403271186632e-11,2.340505989958706e-56,0.629671705033849,4.113367200747141e-12,1.2622264684396955e-57,1.0,8.534408214013773e-13,6.005332086477065e-52,0.14342442322361687,3.0729731612085625e-10,3.881921403468644e-57,0.630663829560822,9.347259710355116e-12
11,4.956112878204345e-69,8.609406864619378e-13,0.48036129229150637,5.566441192434331e-69,1.05123497062845e-12,0.37975655080826864,4.37698857912037e-74,6.282326008714974e-10,0.538659737047602,1.8262449815042646e-74,8.534408214013773e-13,1.0,9.244067368541982e-68,1.3663421925909164e-15,0.24694657344209267,4.3789287593574764e-74,4.177529259712147e-14,0.6962752341239281
12,0.2913414646563556,1.0564260960142973e-50,6.349492960792574e-67,0.4398917567939745,1.6606277342349564e-49,1.3382703007858895e-68,0.7621148815538703,5.816894783318786e-44,4.2048247568592617e-72,0.7219787718438161,6.005332086477065e-52,9.244067368541982e-68,,1.5221884119450185e-41,2.8881061357855295e-68,0.6012704241532048,1.2546722872553695e-49,6.005401003962177e-67
13,1.744164755875663e-43,0.1757649521113891,7.98978987094363e-14,9.528178007796005e-41,0.1701720907025859,7.743082038723919e-14,2.3521279819517928e-45,0.07556253110255703,4.640043237964523e-15,2.4995730110148174e-46,0.14342442322361687,1.3663421925909164e-15,1.5221884119451087e-41,1.0,4.659686580434619e-13,5.234214440102227e-46,0.31333836624835043,1.5134960518158348e-14
14,1.129297092115611e-69,2.799546694413475e-10,0.6558029975389539,4.2811630694907627e-69,3.661434152560794e-10,0.7710024452740261,2.2126339083504693e-74,9.612231032806481e-08,0.5627838801250937,4.839217594639519e-75,3.0729731612085625e-10,0.24694657344209267,2.888106135785373e-68,4.659686580434806e-13,1.0,1.4108130268194554e-74,1.8908876533661475e-11,0.44585310293140223
15,0.5793662293353796,8.697816353852e-56,3.435755967343371e-73,0.19771535388553696,1.4284867936623442e-54,5.398001937264716e-75,0.8384277689952722,1.2883605066497411e-48,1.2325502292247908e-78,0.850079412966325,3.881921403468644e-57,4.3789287593574764e-74,0.6012704241532048,5.234214440102227e-46,1.4108130268195987e-74,,1.0363104184186442e-54,3.132485425574063e-73
16,1.125661532832861e-51,0.7062494929228946,2.8316581668321184e-12,7.422727889724121e-49,0.6872702507389437,3.159498725479289e-12,5.448724886818417e-54,0.3597148103311043,1.9840251771726484e-13,3.965499795190162e-55,0.630663829560822,4.177529259712147e-14,1.2546722872553695e-49,0.31333836624835043,1.8908876533661475e-11,1.036310418418637e-54,1.0,5.019097380648624e-13
17,2.9383569993760086e-68,9.108970696508269e-12,0.7531199632045296,4.24321290902869e-68,1.1083233676249617e-11,0.6310139024847417,3.274873340044433e-73,4.509141620550486e-09,0.8333262313853973,1.3305146930506084e-73,9.347259710355327e-12,0.6962752341239281,6.005401003962413e-67,1.5134960518158348e-14,0.44585310293140223,3.132485425574063e-73,5.019097380648525e-13,1.0
